"","emp_percent","excl_percent","earn_ratio","pc_live","pc_secure","pc_voted","pc_voted.1","hp_ratio","AccScore","Cluster","include"
"E01005380",63.7573964497041,10.8715184186882,4.68444951732272,74.3467933491686,89.8047722342733,71.7691342534504,64.8682559598494,10.14,2,1,"YES"
"E01005381",56.6081871345029,10.682893847194,3.67347237113359,77.1289537712895,92.3236514522822,68.4310018903592,64.7448015122873,3.88462295353123,0,1,"YES"
"E01005382",66.0179640718563,9.58132045088567,3.53477765108324,77.037037037037,94.9781659388646,63.8029782359679,67.5830469644903,4.1824044003628,0,4,"YES"
"E01005383",60.7305936073059,10.4365620736698,4.00654773648864,76.7932489451477,89.9082568807339,65.6899810964083,68.8090737240076,5.41731112433076,4,1,"YES"
"E01005386",62.9449838187702,12.8,4.46428571428571,77.3913043478261,90.379746835443,61.0755441741357,65.044814340589,5.48250488834002,4,1,"YES"
"E01005387",76.7857142857143,5.86145648312611,4.13489788930561,79.0983606557377,91.2966252220249,76.3274336283186,74.7787610619469,6.14113714275904,3,3,"YES"
"E01005388",76.8041237113402,5.57586837294333,3.62667067307692,79.236276849642,92.6931106471816,72.1830985915493,72.887323943662,6.62328431372549,2,4,"YES"
"E01005389",69.201030927835,9.57367240089753,3.56766677554322,76.9709543568465,91.8772563176895,67.6323676323676,70.4295704295704,5.04409523809524,2,4,"YES"
"E01005390",78.974358974359,4.55373406193078,3.84304602169296,82.392776523702,90.6844106463878,77.1396396396396,80.4054054054054,6.47175925925926,0,3,"YES"
"E01005391",78.8489208633094,5.37549407114625,4.38009728936249,76.0299625468165,91.4191419141914,73.1388329979879,74.4466800804829,7.29794145927732,0,4,"YES"
"E01005392",71.7948717948718,9.30979133226324,3.9135463916179,74.3405275779376,90.6581740976645,59.8233995584989,67.3289183222958,5.26676616915423,0,4,"YES"
"E01005393",80.7835820895522,4.22535211267606,3.82145625076986,78.772378516624,89.957264957265,67.3396674584323,78.3847980997625,6.61452072557109,0,4,"YES"
"E01005394",75.3799392097264,4.31244914564687,4.17558560148645,81.1715481171548,87.7162629757785,77.6992936427851,78.5065590312815,7.98869417750141,0,3,"YES"
"E01005395",79.2738275340393,4.32480141218005,3.83111952020869,82.8740157480315,89.4097222222222,76.6844919786096,76.2566844919786,6.65736071603518,0,3,"YES"
"E01005396",76.2520193861066,6.35335073977372,4.36915628014252,81.5217391304348,92.4098671726755,78.4164859002169,76.1388286334056,6.86578703703704,1,3,"YES"
"E01005397",77.1771771771772,6.04304635761589,3.55031096990207,77.6371308016878,93.9622641509434,67.9956896551724,73.4913793103448,5.69900292718624,1,4,"YES"
"E01005398",75.9018759018759,5.3965658217498,3.64841023630685,79.6334012219959,89.4642857142857,71.4135021097046,73.2067510548523,5.89575830332133,0,4,"YES"
"E01005399",76.7663043478261,5.24759793052476,3.85777625370873,79.8850574712644,93.046357615894,71.2406015037594,77.9135338345865,6.16351851851852,1,4,"YES"
"E01005400",67.7310924369748,8.51735015772871,3.95367927094985,78.3289817232376,94.0774487471526,61.0869565217391,71.5217391304348,7.25713769217486,0,4,"YES"
"E01005401",77.363184079602,4.28863172226004,4.16851141073502,82.7956989247312,91.4110429447853,76.5758091993186,76.4054514480409,6.84705128205128,0,3,"YES"
"E01005402",74.9636098981077,4.93197278911565,3.6308735583273,78.3080260303688,90.5555555555556,73.4149054505006,74.1935483870968,5.6665597815238,0,4,"YES"
"E01005403",75.9829968119022,5.47752808988764,3.71306271528455,78.3699059561128,92.7125506072875,80.8134394341291,71.1759504862953,7.69371925841846,0,4,"YES"
"E01005406",79.4258373205742,4.07986111111111,4.25098115808824,83.7416481069042,91.500904159132,83.1905781584582,82.8693790149893,11.0724572989706,3,2,"YES"
"E01005407",78.9024390243902,3.737658674189,4.01737898772062,85.7142857142857,88.9985895627645,84.7602739726027,80.222602739726,11.7836752136752,2,2,"YES"
"E01005408",79.746835443038,2.92056074766355,4.37464627299433,87.7581120943953,92.0854271356784,83.5820895522388,80.5970149253731,9.25450980392157,2,2,"YES"
"E01005409",76.7962308598351,4.49521002210759,3.91531604933469,85.5822550831793,90.7488986784141,84.2945874001775,78.9707187222715,10.8756764885966,2,3,"YES"
"E01005410",78.1818181818182,3.31715210355987,4.44983745666045,86.2857142857143,89.2690513219285,82.3529411764706,80.1960784313726,11.741301322199,5,2,"YES"
"E01005411",74.1542625169147,4.48717948717949,4.61210677083333,84.1648590021692,90.6303236797274,81.3829787234042,78.5460992907801,9.58666666666667,3,2,"YES"
"E01005412",78.2287822878229,4.12508316699933,4.42595679635501,84.7635726795096,89.4508670520231,84.1322314049587,80.2479338842975,9.38610655565367,3,2,"YES"
"E01005413",78.5803237858032,4.31226765799256,3.80402173913043,86.3157894736842,91.4201183431953,83.1024930747922,81.4404432132964,9.91446812108913,3,3,"YES"
"E01005414",78.9556962025316,4.04217926186292,4.67917023581451,83.8862559241706,89.4248608534323,83.3883388338834,80.5280528052805,12.5202535421432,5,2,"YES"
"E01005415",75.7111597374179,5.19911504424779,4.04427492954601,80.1223241590214,91.1167512690355,78.3746556473829,79.3388429752066,11.6623155505108,4,3,"YES"
"E01005416",77.3962804005723,4.41292356185973,4.34963076113707,84.6153846153846,90.5594405594406,80.8966861598441,80.0194931773879,8.450875,4,3,"YES"
"E01005417",77.65625,4.74658085277554,4.18688260824823,83.6601307189542,90.7918968692449,74.9244712990937,82.8801611278953,8.01515978986366,4,3,"YES"
"E01005418",81.1781609195402,3.37171052631579,4.46570460221355,79.4625719769674,91.5584415584416,77.4028629856851,78.0163599182004,8.1453431372549,2,3,"YES"
"E01005419",80.8659217877095,4.15254237288136,3.85942860954038,81.2379110251451,91.1764705882353,80.4597701149425,76.2800417972832,6.12726851851852,1,3,"YES"
"E01005420",76.9886363636364,4.98168498168498,4.61949348958333,80.4878048780488,93.1153184165232,70.3125,75.1953125,6.507612794313,1,4,"YES"
"E01005421",71.7159763313609,7.8404401650619,3.92385672348054,78.8571428571429,90.5383360522023,69.4015444015444,66.3127413127413,3.90242243397614,0,4,"YES"
"E01005422",61.400651465798,12.388503468781,4.14490597588199,72.6287262872629,92.462311557789,67,58.7142857142857,5.56483333333333,4,1,"YES"
"E01005427",43.1055900621118,9.83858570330515,3.815,66.5322580645161,79.940119760479,53.1177829099307,67.4364896073903,4.40201388888889,0,5,"YES"
"E01005428",53.5809018567639,9.60591133004926,5.26092426878536,69.5238095238095,81.6425120772947,56.8533969010727,70.0834326579261,3.66350832569994,0,5,"YES"
"E01005429",44.3708609271523,9.81067125645439,4.53706949934948,59.915611814346,83.6923076923077,52.1212121212121,66.9090909090909,5.19447309124412,1,5,"YES"
"E01005430",50.0403551251009,8.90730191610565,5.72421847948407,69.937369519833,85.337726523888,65.8045977011494,67.6724137931034,3.66260530537385,1,5,"YES"
"E01005431",69.1025641025641,7.52923976608187,4.15122337157597,75.3564154786151,91.726618705036,66.6666666666667,67.8824721377913,3.71644954893405,0,4,"YES"
"E01005432",52.1193092621664,15.0355871886121,3.72499684495192,67.6190476190476,92.4418604651163,58.768406961178,60.2409638554217,4.11894478875096,0,1,"YES"
"E01005433",56.0880829015544,13.1386861313869,4.38692712913985,72.7735368956743,90.7488986784141,67.741935483871,59.7330367074527,3.45988240550311,0,1,"YES"
"E01005434",61.5138592750533,10.5466237942122,3.96924318844665,81.5195071868583,87.0528109028961,68.8766114180479,67.7716390423573,2.68090577278207,0,5,"YES"
"E01005435",54.585635359116,9.31407942238267,4.96940696587748,72.7027027027027,84.2767295597484,60.7250755287009,70.6948640483384,5.07761111111111,0,5,"YES"
"E01005436",63.9018691588785,5.12265512265512,4.00687769501274,78.0821917808219,87.962962962963,69.914853358562,73.60454115421,5.62541757666142,0,4,"YES"
"E01005437",57.5024201355276,6.63164806303349,4.0595399188092,73.2394366197183,84.7933884297521,67.3505798394291,70.2051739518287,4.60464646464646,0,5,"YES"
"E01005438",69.6557245796637,6.3373253493014,4.27002579126603,77.7628032345013,89.2045454545455,70.4621567314133,69.1895512391159,3.64854920590564,0,4,"YES"
"E01005439",74.8942172073343,6.05577689243028,4.33721569061962,77.3218142548596,90.4672897196262,67.2361809045226,73.8693467336683,6.53691176470588,0,4,"YES"
"E01005440",69.0117252931323,9.28116469517743,3.87248725096723,78.125,91.9565217391304,67.7261613691932,72.1271393643032,6.15823529411765,1,4,"YES"
"E01005441",72.5381414701803,8.86777513855899,3.36164268825317,78.75,93.8888888888889,68.4536082474227,71.340206185567,6.28734957440564,1,4,"YES"
"E01005442",80.7210031347962,3.77524143985953,4.50551850101722,79.6934865900383,90.531561461794,78.4582893347413,78.3526927138332,7.47662251586866,2,3,"YES"
"E01005443",75.594294770206,4.61672473867596,4.09891304347826,85.9375,92.3220973782772,78.8961038961039,81.7099567099567,10.1276456119037,3,3,"YES"
"E01005444",74.7368421052632,7.01013513513514,4.35323868936567,78.9144050104384,92.3364485981308,71.2222222222222,73.7777777777778,5.42441025641026,0,4,"YES"
"E01005445",70.467032967033,9.32343234323432,3.45238095238095,78.6780383795309,92.5855513307985,71.2389380530973,70.1327433628319,4.23170142912321,0,4,"YES"
"E01005446",72.8971962616822,6.32339656729901,3.98264631874064,77.9697624190065,88.9513108614232,75.9174311926605,72.8211009174312,6.78259803921569,1,4,"YES"
"E01005447",67.515923566879,8.49571317225253,3.91466052792166,81.5856777493606,91.3525498891353,61.4879649890591,68.3807439824945,5.29476993187312,0,4,"YES"
"E01005448",58.7982832618026,12.2302158273381,4.2103417775694,77.2972972972973,92.2169811320755,59.7098214285714,67.5223214285714,3.03942831714261,0,1,"YES"
"E01005449",65.5821917808219,8.48484848484849,4.32361660079051,80.1186943620178,91.5601023017903,67.1931956257594,66.7071688942892,5.8847191107193,3,4,"YES"
"E01005450",58.5594989561587,8.11732605729877,4.64285714285714,76.7590618336887,85.663082437276,68.4944237918216,68.5873605947955,3.27572548368749,0,5,"YES"
"E01005451",65.9090909090909,6.98529411764706,3.88790366870146,79.5336787564767,90.3719912472648,69.8431845597105,75.8745476477684,5.20705270148149,1,4,"YES"
"E01005452",81.2995245641838,3.71713508612874,4.07957823669648,78.705636743215,92.5663716814159,74.4943820224719,78.2022471910112,7.91750370117299,5,3,"YES"
"E01005453",76.6381766381766,4.23875432525952,3.89463697350543,84.3220338983051,91.6974169741697,78.1818181818182,77.4331550802139,7.04992063492063,4,3,"YES"
"E01005454",77.4853801169591,5.70918822479929,3.80444692465331,80.7770961145194,93.9716312056738,74.21875,74.7767857142857,6.54647292103073,4,3,"YES"
"E01005455",78.2227784730914,4.59770114942529,3.92378054593932,79.9319727891156,91.3432835820896,73.9043824701195,74.1035856573705,4.22937168727758,3,3,"YES"
"E01005456",65.3997378768021,12.4714828897338,3.48831603434141,76.6454352441614,91.395793499044,66.8103448275862,66.4870689655172,3.60707911957168,1,1,"YES"
"E01005459",43.4715821812596,11.4285714285714,4.35852911475103,71.078431372549,78.1818181818182,63.1299734748011,67.1087533156499,6.35006402380552,0,5,"YES"
"E01005460",52.4531668153434,8.34653988378236,4.25708795362903,71.5447154471545,85.7859531772575,64.6379044684129,68.2588597842835,4.08591740916149,0,5,"YES"
"E01005461",46.1691542288557,9.82142857142857,3.99373756190849,67.4351585014409,81.3304721030043,56.2884784520668,72.4714160070361,6.14430825139531,0,5,"YES"
"E01005462",57.7294685990338,8.28976848394324,4.31762056159188,76.5,88.3435582822086,67.9671457905544,71.3552361396304,7.10774509803922,0,5,"YES"
"E01005463",49.0196078431373,10.4306220095694,4.2119421677826,78.0172413793103,86.8512110726644,61.3540197461213,65.7263751763047,3.42403846153846,0,5,"YES"
"E01005464",54.9492385786802,14.8888888888889,3.95266207805362,78.5340314136126,91.0958904109589,65.8823529411765,62.6737967914438,4.38921568627451,2,1,"YES"
"E01005465",72.5058004640371,6.77966101694915,3.47291202692351,80.8435852372584,91.4373088685015,76.2727272727273,69.9090909090909,5.34950985461021,0,4,"YES"
"E01005466",57.2289156626506,14.9393605292172,3.56460387779388,74.4485294117647,92.3339011925043,62.1487603305785,59.9173553719008,4.3062243832344,2,1,"YES"
"E01005467",58.6350974930362,13.5914958238421,3.49011470785904,72.8643216080402,90.1123595505618,59.4026548672566,62.0575221238938,5.11894717722128,2,1,"YES"
"E01005468",77.8958554729012,4.40499671268902,4.13053427593608,83.5725677830941,93.3514246947083,83.4142394822006,79.4498381877023,8.81988304093567,1,3,"YES"
"E01005469",74.3405275779376,5.35714285714286,3.96720444326898,78.2608695652174,91.5492957746479,70.6096451319381,71.4285714285714,5.55004901960784,1,4,"YES"
"E01005470",52.1387283236994,9.49367088607595,4.0595399188092,75.2808988764045,84.1059602649007,63.4441087613293,66.8680765357502,3.46809499592778,2,5,"YES"
"E01005471",57.6587795765878,10.1010101010101,3.74963324652778,71.2,86.117136659436,66.1764705882353,71.218487394958,4.39866666666667,2,5,"YES"
"E01005472",63.2352941176471,11.2709832134293,4.91648007812501,77,90.8315565031983,66.738894907909,65.8721560130011,4.12823614504145,2,1,"YES"
"E01005473",54.3446244477172,11.002661934339,3.85809912905218,76.9480519480519,88.8311688311688,65.8866995073892,68.9655172413793,4.31229166666667,2,1,"YES"
"E01005474",73.0627306273063,6.28066732090285,3.75678096212114,79.5918367346939,91.304347826087,69.3982074263764,73.4955185659411,8.46913603727121,3,3,"YES"
"E01005475",54.6772068511199,10.0474683544304,3.95529053907249,74.7774480712166,89.5631067961165,61.4798694232862,67.4646354733406,5.02206797971395,2,1,"YES"
"E01005476",75.0617283950617,6.48489314664701,3.67718579679457,80.4066543438078,91.6006339144216,71.8483412322275,72.7962085308057,5.14545045045045,4,3,"YES"
"E01005477",65.4761904761905,9.65986394557823,3.85927341372878,78.4158415841584,90.7504363001745,67.8670360110803,68.7903970452447,4.51604761904762,1,4,"YES"
"E01005478",67.906976744186,7.30923694779116,3.94103510725426,77.0731707317073,89.9581589958159,69.6068012752391,71.3071200850159,5.54644697886759,4,4,"YES"
"E01005479",68.942731277533,6.99562773266708,4.16327514648438,79.5918367346939,90.6870229007634,72.5846407927333,73.0800990916598,7.57934343434343,2,4,"YES"
"E01005480",67.5250357653791,8.32106038291605,4.02460920137414,77.1428571428572,92.3847695390782,61.3746369796709,71.9264278799613,5.43198448364334,2,4,"YES"
"E01005481",66.5757162346521,8.89861415025529,4.58771149553572,79.2122538293217,87.8557874762808,63.76953125,70.8984375,5.07143605534418,3,4,"YES"
"E01005482",49.0683229813665,20.6978119455943,3.54373235765685,73.3812949640288,91.3319238900634,59.3503072870939,56.540825285338,3.22849514057466,1,1,"YES"
"E01005483",53.1407035175879,16.0583941605839,4.01446153846154,71.6180371352785,88.3928571428571,58.0543933054393,63.8075313807531,4.09722222222222,1,1,"YES"
"E01005484",46.9302809573361,15.311004784689,4.63604996744792,74.1239892183288,85.5555555555556,56.6104702750665,63.1765749778172,3.61951950050416,1,5,"YES"
"E01005485",45.0106157112527,9.98104864181933,4.03187129084604,72.1003134796238,87.2641509433962,62.2710622710623,70.6959706959707,5.71148809523809,0,5,"YES"
"E01005486",54.8,11.3869863013699,4.48052613163201,70.9580838323353,83.4928229665072,60.0706713780919,65.3710247349823,3.58680954710808,1,5,"YES"
"E01005487",57.9710144927536,8.89763779527559,3.64101519293353,74.4505494505495,86.4923747276688,64.8737650933041,71.0208562019758,4.43603013931013,1,5,"YES"
"E01005488",81.78391959799,3.63636363636364,3.59245456967408,84.3910806174957,90.2548725637181,84.8704663212435,79.5854922279793,6.95803388090349,6,3,"YES"
"E01005489",72.3196881091618,5.14631685166499,4.46809267265527,82.9971181556196,90.2676399026764,73.5705209656925,80.559085133418,6.73053885552437,2,3,"YES"
"E01005490",56.4774381368268,10.752688172043,3.70045350301833,71.8840579710145,90.176322418136,66.6666666666667,60.3233830845771,4.74232995974826,4,1,"YES"
"E01005491",72.6346433770015,8.57142857142857,3.65105882352941,79.2325056433409,91.7782026768642,71.6371220020855,72.7841501564129,6.02230941980701,1,4,"YES"
"E01005492",75.9712230215827,3.77794911333847,4.24101354153962,79.9573560767591,88.7755102040816,77.4538386783285,78.7172011661808,7.52964922048998,5,3,"YES"
"E01005493",78.4061696658098,4.22960725075529,4.41286445388578,86.2745098039216,90.7600596125186,79.4063079777365,79.8701298701299,7.22311212814645,1,3,"YES"
"E01005494",72.2832722832723,6.65669409124907,3.87877178362972,82.032667876588,91.6535433070866,76.6346153846154,72.2115384615385,6.23222222222222,2,4,"YES"
"E01005495",68.2892906815021,6.79190751445087,3.875,75.6696428571429,92.2201138519924,65.9922928709056,74.8554913294798,6.05565632788382,2,4,"YES"
"E01005496",64.6630236794171,9.90990990990991,3.73690705690661,72.3723723723724,90.6493506493507,62.4092888243832,61.3933236574746,4.76881903251401,2,1,"YES"
"E01005497",66.1698956780924,10.3274559193955,3.55442794556828,74.8166259168704,91.4893617021277,63.3918128654971,65.3801169590643,5.70066666666667,2,1,"YES"
"E01005498",70.5394190871369,8.84173297966401,3.95606125617018,73.8396624472574,91.635687732342,71.1560044893378,68.3501683501683,4.42156862745098,1,4,"YES"
"E01005499",77.3913043478261,4.60792239288601,4.08993373006314,78.9264413518887,92.809364548495,73.1481481481482,75.4115226337449,6.55702313061972,3,3,"YES"
