FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value
S01004404,S01004404,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003137,S01003137,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004565,S01004565,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003386,S01003386,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003141,S01003141,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004406,S01004406,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003578,S01003578,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001070,S01001070,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000674,S01000674,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01001071,S01001071,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01001073,S01001073,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000673,S01000673,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001074,S01001074,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004405,S01004405,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001072,S01001072,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003480,S01003480,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003140,S01003140,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004568,S01004568,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004401,S01004401,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000666,S01000666,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003581,S01003581,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003134,S01003134,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001082,S01001082,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01001083,S01001083,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003391,S01003391,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001085,S01001085,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000665,S01000665,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01001086,S01001086,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003132,S01003132,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001084,S01001084,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003133,S01003133,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003478,S01003478,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003389,S01003389,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003580,S01003580,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001080,S01001080,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003136,S01003136,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003479,S01003479,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004403,S01004403,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000669,S01000669,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001079,S01001079,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000668,S01000668,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004402,S01004402,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000667,S01000667,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003390,S01003390,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004567,S01004567,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003135,S01003135,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001081,S01001081,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01001059,S01001059,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004562,S01004562,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003148,S01003148,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003575,S01003575,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004411,S01004411,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001058,S01001058,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003149,S01003149,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003482,S01003482,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004410,S01004410,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003147,S01003147,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003382,S01003382,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000680,S01000680,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000681,S01000681,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001060,S01001060,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01001061,S01001061,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01001055,S01001055,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000684,S01000684,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004561,S01004561,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001056,S01001056,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001054,S01001054,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004413,S01004413,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003151,S01003151,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003574,S01003574,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003380,S01003380,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001057,S01001057,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003381,S01003381,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000682,S01000682,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004412,S01004412,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003150,S01003150,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000683,S01000683,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001067,S01001067,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003577,S01003577,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004564,S01004564,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003143,S01003143,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004408,S01004408,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001066,S01001066,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003144,S01003144,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003384,S01003384,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003142,S01003142,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001069,S01001069,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003385,S01003385,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000675,S01000675,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001068,S01001068,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000676,S01000676,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004407,S01004407,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003383,S01003383,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000679,S01000679,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004409,S01004409,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01001063,S01001063,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003576,S01003576,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001062,S01001062,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003146,S01003146,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000678,S01000678,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003481,S01003481,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000677,S01000677,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001065,S01001065,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004563,S01004563,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001064,S01001064,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003145,S01003145,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004542,S01004542,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000977,S01000977,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004443,S01004443,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000978,S01000978,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000732,S01000732,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01004444,S01004444,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003350,S01003350,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003199,S01003199,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003351,S01003351,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000979,S01000979,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000730,S01000730,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003197,S01003197,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000731,S01000731,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003555,S01003555,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003198,S01003198,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003349,S01003349,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004445,S01004445,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000734,S01000734,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003554,S01003554,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003348,S01003348,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000972,S01000972,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000973,S01000973,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003495,S01003495,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000975,S01000975,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004541,S01004541,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000976,S01000976,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000733,S01000733,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000974,S01000974,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003201,S01003201,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003200,S01003200,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004544,S01004544,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003493,S01003493,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004440,S01004440,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000986,S01000986,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003353,S01003353,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000727,S01000727,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003194,S01003194,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000985,S01000985,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000987,S01000987,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000726,S01000726,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000725,S01000725,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003192,S01003192,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003193,S01003193,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003557,S01003557,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003354,S01003354,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003196,S01003196,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003556,S01003556,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000982,S01000982,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000729,S01000729,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000980,S01000980,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003494,S01003494,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004442,S01004442,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000981,S01000981,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000728,S01000728,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000983,S01000983,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000984,S01000984,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004441,S01004441,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003352,S01003352,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003195,S01003195,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004543,S01004543,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003344,S01003344,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004450,S01004450,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003208,S01003208,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003551,S01003551,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000742,S01000742,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000960,S01000960,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000961,S01000961,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003209,S01003209,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000963,S01000963,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000741,S01000741,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000964,S01000964,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004449,S01004449,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000962,S01000962,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004538,S01004538,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003207,S01003207,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000957,S01000957,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003550,S01003550,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000958,S01000958,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003211,S01003211,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003342,S01003342,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000745,S01000745,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000744,S01000744,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01004452,S01004452,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000743,S01000743,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003210,S01003210,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003497,S01003497,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003343,S01003343,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004537,S01004537,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004451,S01004451,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000959,S01000959,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003347,S01003347,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000969,S01000969,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004540,S01004540,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003553,S01003553,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004447,S01004447,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000968,S01000968,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003204,S01003204,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000737,S01000737,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004446,S01004446,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000971,S01000971,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000735,S01000735,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003202,S01003202,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000736,S01000736,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000970,S01000970,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003203,S01003203,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003552,S01003552,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000965,S01000965,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000966,S01000966,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003206,S01003206,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003345,S01003345,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000740,S01000740,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000739,S01000739,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000967,S01000967,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003496,S01003496,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000738,S01000738,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
