DZ,DZname,SIMD2020v2_Rank,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,Population,Working_Age_Population,URclass,URname,IZcode,IZname,LAcode,LAname,HBcode,HBname,MMWcode,MMWname,SPCcode,SPCname
S01007363,Hunter's Quay - 05,3183,10,5,3,2896,2454,4173,3227,5219,2130,3990,681,319,4,Remote Small Towns,S02001385,Hunter's Quay,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007364,Hunter's Quay - 06,1015,3,2,1,624.5,1024,1237,1105,5898,3950,1425,800,492,4,Remote Small Towns,S02001385,Hunter's Quay,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007365,Hunter's Quay - 07,2985,9,5,3,2612,2594,2378,3045,6760,4425,1982,444,252,4,Remote Small Towns,S02001385,Hunter's Quay,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007366,Dunoon - 01,189,1,1,1,261,49,929,223,6286,304,705,451,241,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007367,Dunoon - 02,1431,5,3,2,1072,1007,2659,1978,6784,1041,2385,555,304,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007368,Dunoon - 03,695,2,1,1,467.5,442,2095,702,5819,2495,2432,561,329,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007369,Dunoon - 04,1984,6,3,2,1969,1293,2679,1862,6181,2320,3928,693,406,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007370,Dunoon - 05,1634,5,3,2,1741,958,2977,2304,6826,435,1728,657,430,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007371,Dunoon - 06,3299,10,5,3,3298.5,2558,3497,2675,5490,3896,2886,605,389,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007372,Dunoon - 07,3951,12,6,3,4028,3867,4379,3419,2214,2555,4213,839,456,4,Remote Small Towns,S02001386,Dunoon,S12000035,Argyll and Bute,S08000022,Highland,S13002522,Dunoon,S16000083,Argyll and Bute
S01007373,Garelochhead - 01,4575,14,7,4,4709,4340,5578,3905,1802,2867,3856,506,275,6,Remote Rural,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007374,Garelochhead - 02,4549,14,7,4,4351,4098,4957,4788,1777,5265,2595,547,344,6,Remote Rural,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007375,Garelochhead - 03,3546,11,6,3,3745,4303,3659,5220,318,5271,3304,439,251,6,Remote Rural,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007376,Garelochhead - 04,1814,6,3,2,1596,1479,2137,2616,2595,3509,1897,839,510,6,Remote Rural,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007377,Garelochhead - 05,5060,15,8,4,5663,5602,5278,5129,476,6781,5432,640,399,6,Remote Rural,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007378,Garelochhead - 06,6326,19,10,5,6887,6915,5959,6938,855,6869,3389,2804,2605,3,Accessible Small Towns,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007379,Garelochhead - 07,2461,8,4,2,2831,2903,996,2667,3335,3186,3983,472,289,3,Accessible Small Towns,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007380,Garelochhead - 08,3872,12,6,3,4286,3569,3339,2927,2975,3793,4832,578,349,3,Accessible Small Towns,S02001387,Garelochhead,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007381,Helensburgh West and Rhu - 01,5412,16,8,4,6003,6347,5584,5552,573,4384,5992,584,279,2,Other Urban Areas,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007382,Helensburgh West and Rhu - 02,4779,14,7,4,5078,4637,5844,5124,707,4630,5995,642,392,2,Other Urban Areas,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007383,Helensburgh West and Rhu - 03,4300,13,7,4,4257.5,3690.5,5807,5314,879,6057,3962,729,426,2,Other Urban Areas,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,S08000022,Highland,S13002524,Lomond North,S16000096,Dumbarton
S01007384,Helensburgh West and Rhu - 04,5328,16,8,4,4874,4664.5,5917,5459,2023,6326,5133.5,713,422,2,Other Urban Areas,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007385,Helensburgh West and Rhu - 05,4845,14,7,4,4993,4063,4701,3981,2877,4801,5579,777,417,2,Other Urban Areas,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007386,Helensburgh West and Rhu - 06,6046,18,9,5,5800,5374,6778,6132,1829,6084,6645,749,410,2,Other Urban Areas,S02001388,Helensburgh West and Rhu,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007387,Helensburgh North - 01,6675,20,10,5,6733,6602,6794,6574,1624,6574,6763,692,391,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007388,Helensburgh North - 02,6522,19,10,5,6320,6580,6470,6451,1671,6928,6113,652,386,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007389,Helensburgh North - 03,3429,10,5,3,3410,3945,2975,3413,1653,3173,4008,564,356,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007390,Helensburgh North - 04,3531,11,6,3,2932,3583.5,3624,4061,2938,2580,3918,539,353,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007391,Helensburgh North - 05,6819,20,10,5,6893,6944,6780,6634,2003,5614,6766,534,319,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007392,Helensburgh North - 06,6639,20,10,5,6217.5,5867,6714,5536,3890,6332,6943,480,254,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007393,Helensburgh North - 07,5873,17,9,5,4507,5943,6788,3446,6100,5401,4980,830,364,2,Other Urban Areas,S02001389,Helensburgh North,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007394,Helensburgh Centre - 01,5415,16,8,4,4736,4386,5676,4065,5559,5922,6354,652,332,2,Other Urban Areas,S02001390,Helensburgh Centre,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007395,Helensburgh Centre - 02,1346,4,2,1,1402,1369,1830,1243,6916,152,1139,722,491,2,Other Urban Areas,S02001390,Helensburgh Centre,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007396,Helensburgh Centre - 03,2081,6,3,2,1684,1335,3961,2603,6587,1497,2213,733,430,2,Other Urban Areas,S02001390,Helensburgh Centre,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007397,Helensburgh Centre - 04,4263,13,7,4,3661,3361,4926,4006,4795,3511,4336,893,512,2,Other Urban Areas,S02001390,Helensburgh Centre,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007398,Helensburgh East - 01,1192,4,2,1,1071,1269,1254,951,2704,3547,2462,638,421,2,Other Urban Areas,S02001391,Helensburgh East,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007399,Helensburgh East - 02,294,1,1,1,516,196,488,256,3443,804,1775,618,393,2,Other Urban Areas,S02001391,Helensburgh East,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007400,Helensburgh East - 03,3511,11,6,3,2737,3253,4595,2999,4640,3085,3857,685,396,2,Other Urban Areas,S02001391,Helensburgh East,S12000035,Argyll and Bute,S08000022,Highland,S13002525,Helensburgh Central,S16000096,Dumbarton
S01007401,Helensburgh East - 04,5792,17,9,5,5508,5690.5,6016,5152,2424,4312,4514,642,388,2,Other Urban Areas,S02001391,Helensburgh East,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007402,Helensburgh East - 05,6230,18,9,5,6742,6017,5520,5848,1977,5707,3892,567,343,2,Other Urban Areas,S02001391,Helensburgh East,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007403,Helensburgh East - 06,5153,15,8,4,5308,4798,5538,5025,1300,5362,6568,808,503,2,Other Urban Areas,S02001391,Helensburgh East,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007404,Lomond Shore - 01,3873,12,6,3,4242.5,5999.5,4830,4421,305,1007,5013,426,248,5,Accessible Rural,S02001392,Lomond Shore,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007405,Lomond Shore - 02,5753,17,9,5,6537,6243,6669,6345,479,4817,5973,695,436,5,Accessible Rural,S02001392,Lomond Shore,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007406,Lomond Shore - 03,5490,16,8,4,6471.5,5625,5725,5030,969,3569,6610,643,363,5,Accessible Rural,S02001392,Lomond Shore,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007407,Lomond Shore - 04,5453,16,8,4,5758,5646,5603,5480,816,6817,6151,732,434,5,Accessible Rural,S02001392,Lomond Shore,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007408,Lomond Shore - 05,2917,9,5,3,3005,3102,3602,3109,949,4318,2881,500,304,5,Accessible Rural,S02001392,Lomond Shore,S12000035,Argyll and Bute,S08000022,Highland,S13002526,Helensburgh and Lomond South,S16000096,Dumbarton
S01007409,Tullibody South - 01,3255,10,5,3,3164,3205,2857,3041,2958,3094,6353,694,382,3,Accessible Small Towns,S02001393,Tullibody South,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007410,Tullibody South - 02,889,3,2,1,1126,985,272,1143,3815,2897,1471,688,443,3,Accessible Small Towns,S02001393,Tullibody South,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007411,Tullibody South - 03,553,2,1,1,617,706,339,633,5826,309,2294,893,540,3,Accessible Small Towns,S02001393,Tullibody South,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007412,Tullibody South - 04,2724,8,4,2,2679,2527.5,1577,3375,4065,5344,3080,461,290,3,Accessible Small Towns,S02001393,Tullibody South,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007413,Tullibody South - 05,5589,17,9,5,5698,5053,4696,5929,1992,6473,5311,881,593,3,Accessible Small Towns,S02001393,Tullibody South,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007414,Tullibody South - 06,5632,17,9,5,6277.5,5808,5523,5466,1011,4570,6880,711,478,3,Accessible Small Towns,S02001393,Tullibody South,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007415,Tullibody North and Glenochil - 01,1140,4,2,1,981,1412,573,1547,4221,1643,2783,874,540,3,Accessible Small Towns,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007416,Tullibody North and Glenochil - 02,464,2,1,1,275,599,221,1724,2313,2444,1856,553,347,3,Accessible Small Towns,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007417,Tullibody North and Glenochil - 03,5818,17,9,5,6371,5958,5239,5311,1163,6708,6323,1001,660,3,Accessible Small Towns,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007418,Tullibody North and Glenochil - 04,1397,5,3,2,1524,1729.5,329,1560,6057,3314,2163,646,404,3,Accessible Small Towns,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007419,Tullibody North and Glenochil - 05,1272,4,2,1,936,2184,492,1450,4211,1764,3039,913,599,3,Accessible Small Towns,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007420,Tullibody North and Glenochil - 06,4935,15,8,4,5217,6863,3442,6240,1085,949,6056,1393,1061,3,Accessible Small Towns,S02001394,Tullibody North and Glenochil,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007421,Menstrie - 01,4169,12,6,3,4472,3861,3506,3862,1660,6582,5427,707,454,5,Accessible Rural,S02001395,Menstrie,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007422,Menstrie - 02,4124,12,6,3,3786,3373,4372,3053,4783,4853,5372.5,624,354,5,Accessible Rural,S02001395,Menstrie,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007423,Menstrie - 03,4539,14,7,4,4329,4651,4815,4692,1368,3596,5014,820,497,5,Accessible Rural,S02001395,Menstrie,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007424,Menstrie - 04,6327,19,10,5,5587,6695,5154,5993,2795,6039,6529,723,363,5,Accessible Rural,S02001395,Menstrie,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002875,Clackmannanshire West,S16000088,Clackmannanshire and Dunblane
S01007425,Alva - 01,2978,9,5,3,2779,2139,4609,3017,3740,2986,4498,805,460,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007426,Alva - 02,1853,6,3,2,1734,1299,2213,1605,6522,3102,3202,695,442,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007427,Alva - 03,1824,6,3,2,1973,1253,1397,2624,4744,2544,2870,615,360,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007428,Alva - 04,2423,7,4,2,1812,2374,2927,2446,6950,1821,2701,819,500,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007429,Alva - 05,2915,9,5,3,2753,2405,2387,3484,6404,2061,3355,703,492,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007430,Alva - 06,4489,13,7,4,4026,3775,4271,4097,5232,5166,1044,419,236,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007431,Alva - 07,6225,18,9,5,6087.5,5222,5348,4752,5427,6371,5071,509,341,3,Accessible Small Towns,S02001396,Alva,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007432,"Fishcross, Devon Village and Coalsnaughton",2551,8,4,2,3282,1929,2526,2589,2058,4272,5609,850,503,2,Other Urban Areas,S02001397,"Fishcross, Devon Village and Coalsnaughton",S12000005,Clackmannanshire,S08000019,Forth Valley,S13002877,Clackmannanshire Central,S16000088,Clackmannanshire and Dunblane
S01007433,"Fishcross, Devon Village and Coalsnaughton",2992,9,5,3,3004,3125,2399,3374,2416,2615,4303,905,573,3,Accessible Small Towns,S02001397,"Fishcross, Devon Village and Coalsnaughton",S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007434,"Fishcross, Devon Village and Coalsnaughton",913,3,2,1,1051,779,701,1496,3308,1234,2075,477,335,3,Accessible Small Towns,S02001397,"Fishcross, Devon Village and Coalsnaughton",S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007435,Tillicoultry - 01,2719,8,4,2,2802,2055,2994,2780,5749,1550,5587,653,401,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007436,Tillicoultry - 02,886,3,2,1,641,1143,590,1361,6463,976,1108,666,414,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007437,Tillicoultry - 03,1444,5,3,2,1516,775,1690,2478,5301,2285,2567,417,274,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007438,Tillicoultry - 04,1572,5,3,2,1655,754,3050,2759,4492,1157,3664,617,375,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007439,Tillicoultry - 05,3180,10,5,3,2856.5,3211,2243,3288,4832,2726,5750,690,413,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007440,Tillicoultry - 06,2610,8,4,2,2004.5,2834,2491,3995,1897,4621,3917,646,392,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007441,Tillicoultry - 07,5912,17,9,5,5950,5826,5613,4968,2071,5465,6534,494,292,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007442,Tillicoultry - 08,6846,20,10,5,6604,6276,6003,6683,3851,6690,6944,471,263,3,Accessible Small Towns,S02001398,Tillicoultry,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002876,Clackmannanshire North,S16000088,Clackmannanshire and Dunblane
S01007443,Dollar and Muckhart - 01,5275,16,8,4,4629.5,4312,4687,4925,4415,6498,6412,924,517,5,Accessible Rural,S02001399,Dollar and Muckhart,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002879,Clackmannanshire East,S16000088,Clackmannanshire and Dunblane
S01007444,Dollar and Muckhart - 02,5958,18,9,5,4971,5169,6289,5564,4329,5005,5817.5,968,580,5,Accessible Rural,S02001399,Dollar and Muckhart,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002879,Clackmannanshire East,S16000088,Clackmannanshire and Dunblane
S01007445,Dollar and Muckhart - 03,6341,19,10,5,6137,5871,6687,6824,1808,5521,6738,634,356,5,Accessible Rural,S02001399,Dollar and Muckhart,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002879,Clackmannanshire East,S16000088,Clackmannanshire and Dunblane
S01007446,Dollar and Muckhart - 04,6792,20,10,5,6761,6956,6790,6626,1815,6466,6967,583,333,5,Accessible Rural,S02001399,Dollar and Muckhart,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002879,Clackmannanshire East,S16000088,Clackmannanshire and Dunblane
S01007447,Dollar and Muckhart - 05,5734,17,9,5,5847,6482.5,6538,6431,595,5173,5477,525,317,5,Accessible Rural,S02001399,Dollar and Muckhart,S12000005,Clackmannanshire,S08000019,Forth Valley,S13002879,Clackmannanshire East,S16000088,Clackmannanshire and Dunblane
